id,term,positive_score,nagative_score
"34808","입소","0.00014","0.00018"
"34809","입수","0.00038","0.00057"
"34810","입술","0.00184","0.00236"
"34811","입숨","0.00016","0.00000"
"34812","입시","0.00726","0.00697"
"34813","입식","0.00001","0.00007"
"34814","입신","0.00022","0.00039"
"34815","입실","0.00007","0.00007"
"34816","입실론","0.00002","0.00000"
"34817","입안","0.00159","0.00129"
"34818","입양","0.00517","0.00365"
"34819","입영","0.00003","0.00004"
"34820","입욕","0.00004","0.00014"
"34821","입원","0.00251","0.00243"
"34822","입자","0.00128","0.00054"
"34823","입장","0.03998","0.04359"
"34824","입적","0.00025","0.00021"
"34825","입전","0.00002","0.00011"
"34826","입점","0.00027","0.00011"
"34827","입주","0.00167","0.00240"
"34828","입증","0.00229","0.00225"
"34829","입지","0.00202","0.00193"
"34830","입찰","0.00172","0.00082"
"34831","입체","0.00461","0.00361"
"34832","입추","0.00004","0.00004"
"34833","입춘","0.00007","0.00000"
"34834","입하","0.00002","0.00004"
"34835","입하다","0.00010","0.00018"
"34836","입학","0.01357","0.00858"
"34837","입헌","0.00010","0.00007"
"34838","입회","0.00004","0.00000"
"34839","입히다","0.00525","0.00401"
"34840","잇기","0.00023","0.00004"
"34841","잇다","0.01294","0.01266"
"34842","잇달다","0.00027","0.00036"
"34843","잇닿다","0.00003","0.00011"
"34844","잇대다","0.00005","0.00000"
"34845","잇따르다","0.00026","0.00021"
"34846","잇사","0.00002","0.00004"
"34847","잇세이","0.00003","0.00000"
"34848","잇츠","0.00030","0.00018"
"34849","잇페이","0.00009","0.00029"
"34850","있이","0.00003","0.00000"
"34851","잉걸","0.00013","0.00000"
"34852","잉그리드","0.00007","0.00007"
"34853","잉글","0.00002","0.00007"
"34854","잉글랜드","0.00049","0.00039"
"34855","잉글리쉬","0.00025","0.00043"
"34856","잉글리시","0.00051","0.00039"
"34857","잉꼬","0.00007","0.00004"
"34858","잉바르","0.00023","0.00021"
"34859","잉어","0.00066","0.00036"
"34860","잉여","0.00094","0.00093"
"34861","잉잉","0.00006","0.00004"
"34862","잉창치배","0.00002","0.00004"
"34863","잉카","0.00036","0.00021"
"34864","잉크","0.00076","0.00093"
"34865","잉태","0.00079","0.00072"
"34866","잊다","0.03809","0.03297"
"34867","잊어","0.00004","0.00004"
"34868","잊어먹다","0.00017","0.00018"
"34869","잊어버리다","0.00723","0.00637"
"34870","잊히다","0.00647","0.00590"
"34871","잎파리","0.00003","0.00000"
"34872","자가","0.00069","0.00122"
"34873","자각","0.00377","0.00379"
"34874","자각몽","0.00007","0.00011"
"34875","자간","0.00015","0.00046"
"34876","자갈","0.00048","0.00032"
"34877","자갈치","0.00005","0.00000"
"34878","자강","0.00004","0.00000"
"34879","자개","0.00004","0.00011"
"34880","자객","0.00014","0.00007"
"34881","자게","0.00005","0.00004"
"34882","자격","0.00866","0.00751"
"34883","자격지심","0.00066","0.00061"
"34884","자견","0.00002","0.00000"
"34885","자결","0.00032","0.00050"
"34886","자경","0.00010","0.00011"
"34887","자경전","0.00004","0.00004"
"34888","자계","0.00008","0.00036"
"34889","자고","0.00004","0.00000"
"34890","자고로","0.00035","0.00064"
"34891","자공","0.00024","0.00014"
"34892","자관","0.00003","0.00004"
"34893","자괴","0.00137","0.00175"
"34894","자구","0.00020","0.00011"
"34895","자국","0.00757","0.00730"
"34896","자궁","0.00177","0.00107"
"34897","자궁경부암","0.00006","0.00004"
"34898","자귀","0.00003","0.00004"
"34899","자그레브","0.00013","0.00000"
"34900","자그마치","0.00033","0.00036"
"34901","자그만치","0.00007","0.00004"
"34902","자그맣다","0.00013","0.00018"
"34903","자극","0.02819","0.02857"
"34904","자근","0.00001","0.00007"
"34905","자근자근","0.00004","0.00004"
"34906","자글자글","0.00009","0.00011"
"34907","자금","0.00742","0.00637"
"34908","자급","0.00083","0.00054"
"34909","자긍","0.00091","0.00072"
"34910","자기","0.00271","0.00268"
"34911","자꾸","0.02655","0.02675"
"34912","자꾸자꾸","0.00077","0.00039"
"34913","자끄","0.00011","0.00004"
"34914","자나","0.00028","0.00039"
"34915","자나다","0.00007","0.00004"
"34916","자넷","0.00009","0.00007"
"34917","자녀","0.02217","0.01613"
"34918","자년","0.00009","0.00000"
"34919","자니","0.00018","0.00007"
"34920","자다","0.00350","0.00343"
"34921","자다랗다","0.00002","0.00000"
"34922","자다르","0.00002","0.00000"
"34923","자단","0.00002","0.00004"
"34924","자담","0.00029","0.00021"
"34925","자답","0.00018","0.00021"
"34926","자당","0.00002","0.00000"
"34927","자대","0.00006","0.00000"
"34928","자데","0.00005","0.00007"
"34929","자도","0.00034","0.00061"
"34930","자동","0.02502","0.01931"
"34931","자동자","0.00002","0.00000"
"34932","자동차","0.00003","0.00007"
"34933","자두","0.00073","0.00054"
"34934","자드","0.00002","0.00004"
"34935","자드락","0.00003","0.00000"
"34936","자득","0.00009","0.00011"
"34937","자들","0.00046","0.00050"
"34938","자라","0.00066","0.00057"
"34939","자라가","0.00006","0.00011"
"34940","자라나다","0.00585","0.00422"
"34941","자라다","0.04476","0.03226"
"34942","자락","0.00225","0.00268"
"34943","자란","0.00005","0.00000"
"34944","자랑","0.01514","0.01763"
"34945","자랑삼다","0.00007","0.00011"
"34946","자랑스레","0.00009","0.00021"
"34947","자래","0.00004","0.00000"
"34948","자러","0.00003","0.00007"
"34949","자렛","0.00029","0.00004"
"34950","자려","0.00015","0.00007"
"34951","자력","0.00038","0.00043"
"34952","자련","0.00002","0.00004"
"34953","자로","0.00013","0.00000"
"34954","자료","0.02181","0.02446"
"34955","자룡","0.00009","0.00004"
"34956","자루","0.00244","0.00132"
"34957","자류","0.00004","0.00000"
"34958","자르","0.00006","0.00018"
"34959","자르다","0.00970","0.00819"
"34960","자르르","0.00002","0.00000"
"34961","자리","0.08360","0.07266"
"34962","자리다","0.00025","0.00025"
"34963","자리잡히다","0.00005","0.00007"
"34964","자린","0.00018","0.00025"
"34965","자립","0.00222","0.00168"
"34966","자릿","0.00024","0.00011"
"34967","자마","0.00003","0.00007"
"34968","자막","0.00071","0.00097"
"34969","자만","0.00261","0.00336"
"34970","자말","0.00021","0.00039"
"34971","자매","0.00714","0.00594"
"34972","자맥","0.00003","0.00004"
"34973","자메이카","0.00009","0.00007"
"34974","자면","0.00002","0.00000"
"34975","자멸","0.00028","0.00029"
"34976","자명","0.00035","0.00057"
"34977","자모","0.00008","0.00018"
"34978","자못","0.00054","0.00064"
"34979","자몽","0.00013","0.00025"
"34980","자무","0.00001","0.00011"
"34981","자무카","0.00011","0.00000"
"34982","자문","0.00255","0.00250"
"34983","자물","0.00070","0.00039"
"34984","자뭇","0.00005","0.00007"
"34985","자미","0.00003","0.00004"
"34986","자민","0.00012","0.00004"
"34987","자밀라","0.00002","0.00000"
"34988","자바","0.00119","0.00061"
"34989","자바다","0.00002","0.00000"
"34990","자박","0.00003","0.00014"
"34991","자박자박","0.00010","0.00004"
"34992","자반","0.00016","0.00007"
"34993","자발","0.00312","0.00358"
"34994","자방","0.00002","0.00004"
"34995","자백","0.00111","0.00164"
"34996","자법","0.00003","0.00000"
"34997","자베르","0.00004","0.00007"
"34998","자벨","0.00003","0.00029"
"34999","자본","0.02233","0.02439"
"35000","자부","0.00520","0.00558"
"35001","자북","0.00003","0.00004"
"35002","자분","0.00057","0.00111"
"35003","자분자분","0.00004","0.00004"
"35004","자비","0.00256","0.00250"
"35005","자비네","0.00019","0.00004"
"35006","자비스","0.00003","0.00004"
"35007","자빠다","0.00002","0.00004"
"35008","자빠지다","0.00015","0.00014"
"35009","자사","0.00038","0.00072"
"35010","자산","0.01270","0.01302"
"35011","자살","0.01503","0.01559"
"35012","자상","0.00023","0.00004"
"35013","자색","0.00021","0.00014"
"35014","자생","0.00044","0.00064"
"35015","자샤","0.00003","0.00004"
"35016","자서","0.00340","0.00604"
"35017","자석","0.00124","0.00114"
"35018","자선","0.00108","0.00093"
"35019","자설","0.00002","0.00000"
"35020","자성","0.00032","0.00036"
"35021","자세","0.02183","0.01770"
"35022","자세히","0.02959","0.01999"
"35023","자소","0.00013","0.00021"
"35024","자손","0.00111","0.00125"
"35025","자수","0.00733","0.00572"
"35026","자숙","0.00004","0.00011"
"35027","자스","0.00003","0.00000"
"35028","자스민","0.00007","0.00014"
"35029","자습","0.00040","0.00061"
"35030","자승","0.00003","0.00011"
"35031","자시","0.00026","0.00021"
"35032","자시다","0.00017","0.00007"
"35033","자식","0.02469","0.02346"
"35034","자신","0.52811","0.48844"
"35035","자실","0.00037","0.00018"
"35036","자심","0.00024","0.00025"
"35037","자씨","0.00005","0.00000"
"35038","자아","0.01070","0.01395"
"35039","자아내다","0.00424","0.00440"
"35040","자아존중감","0.00028","0.00011"
"35041","자알","0.00006","0.00014"
"35042","자애","0.00028","0.00011"
"35043","자애롭다","0.00022","0.00014"
"35044","자야","0.00085","0.00036"
"35045","자약","0.00004","0.00011"
"35046","자양","0.00068","0.00079"
"35047","자업","0.00008","0.00011"
"35048","자여","0.00012","0.00021"
"35049","자연","0.10507","0.07713"
"35050","자연스레","0.00025","0.00021"
"35051","자연히","0.00111","0.00075"
"35052","자염","0.00005","0.00004"
"35053","자영","0.00330","0.00411"
"35054","자오","0.00026","0.00082"
"35055","자오위핑","0.00004","0.00004"
"35056","자완","0.00002","0.00000"
"35057","자왈","0.00026","0.00025"
"35058","자외","0.00050","0.00025"
"35059","자요","0.00069","0.00050"
"35060","자용","0.00023","0.00075"
"35061","자우","0.00007","0.00007"
"35062","자우림","0.00003","0.00000"
"35063","자우어","0.00004","0.00000"
"35064","자욱","0.00024","0.00021"
"35065","자운","0.00003","0.00004"
"35066","자운영","0.00004","0.00011"
"35067","자웅","0.00009","0.00021"
"35068","자원","0.00812","0.00672"
"35069","자월","0.00003","0.00014"
"35070","자위","0.00070","0.00089"
"35071","자유","0.05495","0.05443"
"35072","자유로이","0.00034","0.00032"
"35073","자유롭다","0.00099","0.00104"
"35074","자율","0.00492","0.00343"
"35075","자음","0.00220","0.00197"
"35076","자의","0.00472","0.00637"
"35077","자이","0.00014","0.00004"
"35078","자이나","0.00003","0.00000"
"35079","자이다","0.00002","0.00007"
"35080","자이델","0.00002","0.00000"
"35081","자이언츠","0.00011","0.00004"
"35082","자이언트","0.00042","0.00007"
"35083","자이툰","0.00004","0.00007"
"35084","자인","0.00019","0.00018"
"35085","자일","0.00017","0.00025"
"35086","자일리톨","0.00007","0.00007"
"35087","자일스","0.00002","0.00007"
"35088","자임","0.00037","0.00054"
"35089","자자","0.00061","0.00068"
"35090","자자다","0.00020","0.00011"
"35091","자자손손","0.00004","0.00007"
"35092","자작","0.00077","0.00039"
"35093","자장","0.00102","0.00075"
"35094","자장면","0.00068","0.00043"
"35095","자장자장","0.00013","0.00000"
"35096","자재","0.00224","0.00229"
"35097","자적","0.00045","0.00057"
"35098","자전","0.01348","0.01023"
"35099","자전거","0.00004","0.00000"
"35100","자정","0.00052","0.00079"
"35101","자제","0.00375","0.00515"
"35102","자조","0.00058","0.00079"
"35103","자족","0.00103","0.00089"
"35104","자존","0.02154","0.01670"
"35105","자주","0.04219","0.03562"
"35106","자주자주","0.00034","0.00018"
"35107","자줏","0.00008","0.00011"
"35108","자중","0.00012","0.00014"
"35109","자중지란","0.00002","0.00000"
"35110","자지","0.00022","0.00014"
"35111","자지러지다","0.00013","0.00014"
"35112","자진","0.00032","0.00021"
"35113","자질","0.00273","0.00229"
"35114","자차","0.00005","0.00004"
"35115","자찬","0.00023","0.00068"
"35116","자책","0.00294","0.00250"
"35117","자처","0.00151","0.00186"
"35118","자청","0.00036","0.00039"
"35119","자청비","0.00003","0.00000"
"35120","자체","0.04858","0.07674"
"35121","자초","0.00044","0.00057"
"35122","자초지종","0.00013","0.00004"
"35123","자축","0.00010","0.00004"
"35124","자충","0.00002","0.00007"
"35125","자취","0.00486","0.00451"
"35126","자치","0.00111","0.00104"
"35127","자칫","0.00555","0.00569"
"35128","자칭","0.00098","0.00150"
"35129","자카","0.00005","0.00000"
"35130","자카르타","0.00003","0.00007"
"35131","자카리","0.00003","0.00000"
"35132","자칼","0.00013","0.00014"
"35133","자켓","0.00011","0.00007"
"35134","자코","0.00003","0.00000"
"35135","자코메티","0.00009","0.00000"
"35136","자코모","0.00026","0.00000"
"35137","자코뱅","0.00001","0.00018"
"35138","자크","0.00072","0.00104"
"35139","자키","0.00027","0.00000"
"35140","자타","0.00030","0.00039"
"35141","자탄","0.00003","0.00004"
"35142","자태","0.00052","0.00029"
"35143","자택","0.00022","0.00011"
"35144","자토","0.00015","0.00061"
"35145","자퇴","0.00040","0.00039"
"35146","자투리","0.00099","0.00061"
"35147","자파","0.00011","0.00004"
"35148","자판","0.00072","0.00039"
"35149","자페","0.00004","0.00004"
"35150","자편","0.00006","0.00011"
"35151","자평","0.00046","0.00350"
"35152","자폐","0.00122","0.00100"
"35153","자포","0.00061","0.00039"
"35154","자폭","0.00008","0.00018"
"35155","자품","0.00003","0.00004"
"35156","자필","0.00021","0.00021"
"35157","자하","0.00015","0.00000"
"35158","자학","0.00043","0.00064"
"35159","자한","0.00004","0.00011"
"35160","자한기르","0.00003","0.00000"
"35161","자해","0.00041","0.00043"
"35162","자행","0.00133","0.00100"
"35163","자현","0.00002","0.00000"
"35164","자형","0.00020","0.00021"
"35165","자호","0.00005","0.00018"
"35166","자화","0.00184","0.00182"
"35167","자활","0.00004","0.00000"
"35168","자흔","0.00002","0.00000"
"35169","자히르","0.00004","0.00018"
"35170","작가","0.27337","0.37387"
"35171","작고","0.00005","0.00000"
"35172","작곡","0.00247","0.00275"
"35173","작과","0.00015","0.00036"
"35174","작국","0.00003","0.00000"
"35175","작금","0.00074","0.00107"
"35176","작년","0.01015","0.00744"
"35177","작다","0.11417","0.09948"
"35178","작당","0.00012","0.00007"
"35179","작대기","0.00015","0.00004"
"35180","작도","0.00020","0.00043"
"35181","작동","0.00475","0.00401"
"35182","작두","0.00007","0.00000"
"35183","작디작다","0.00011","0.00018"
"35184","작렬","0.00014","0.00043"
"35185","작만","0.00002","0.00000"
"35186","작명","0.00018","0.00029"
"35187","작문","0.00067","0.00061"
"35188","작물","0.00096","0.00082"
"35189","작미","0.00002","0.00000"
"35190","작법","0.00059","0.00175"
"35191","작별","0.00143","0.00107"
"35192","작부","0.00003","0.00004"
"35193","작사","0.00044","0.00018"
"35194","작사가","0.00021","0.00007"
"35195","작살","0.00014","0.00018"
"35196","작살나다","0.00002","0.00000"
"35197","작성","0.02520","0.02067"
"35198","작센","0.00003","0.00000"
"35199","작시","0.00002","0.00000"
"35200","작심","0.00173","0.00157"
"35201","작아지다","0.00332","0.00243"
"35202","작약","0.00014","0.00011"
"35203","작업","0.01586","0.01595"
"35204","작열","0.00008","0.00004"
"35205","작용","0.01486","0.01627"
"35206","작위","0.00135","0.00579"
"35207","작은","0.00055","0.00014"
"35208","작은이","0.00009","0.00000"
"35209","작음","0.00017","0.00018"
"35210","작의","0.00054","0.00068"
"35211","작이","0.00003","0.00007"
"35212","작인","0.00004","0.00000"
"35213","작자","0.00063","0.00143"
"35214","작작","0.00005","0.00014"
"35215","작장면","0.00002","0.00000"
"35216","작전","0.00535","0.00504"
"35217","작정","0.00962","0.00772"
"35218","작주","0.00002","0.00000"
"35219","작중","0.00075","0.00143"
"35220","작지","0.00014","0.00007"
"35221","작태","0.00016","0.00032"
"35222","작파","0.00002","0.00000"
"35223","작편","0.00002","0.00000"
"35224","작품","0.17106","0.19872"
"35225","작풍","0.00014","0.00011"
"35226","작하다","0.00004","0.00004"
"35227","작화","0.00017","0.00046"
"35228","작황","0.00002","0.00000"
"35229","잔고","0.00048","0.00046"
"35230","잔과","0.00029","0.00021"
"35231","잔금","0.00029","0.00018"
"35232","잔나","0.00002","0.00000"
"35233","잔나비","0.00004","0.00000"
"35234","잔느","0.00041","0.00007"
"35235","잔니","0.00004","0.00000"
"35236","잔당","0.00005","0.00014"
"35237","잔도","0.00004","0.00004"
"35238","잔득","0.00012","0.00025"
"35239","잔등","0.00009","0.00011"
"35240","잔디","0.00101","0.00057"
"35241","잔뜩","0.00606","0.00794"
"35242","잔류","0.00021","0.00018"
"35243","잔망","0.00003","0.00000"
"35244","잔멸","0.00005","0.00004"
"35245","잔물","0.00007","0.00025"
"35246","잔반","0.00007","0.00011"
"35247","잔병","0.00009","0.00021"
"35248","잔상","0.00062","0.00086"
"35249","잔설","0.00004","0.00000"
"35250","잔악","0.00007","0.00007"
"35251","잔액","0.00016","0.00025"
"35252","잔업","0.00007","0.00007"
"35253","잔여","0.00010","0.00007"
"35254","잔영","0.00005","0.00011"
"35255","잔인","0.00453","0.00586"
"35256","잔잔히","0.00057","0.00061"
"35257","잔재","0.00051","0.00075"
"35258","잔존","0.00010","0.00018"
"35259","잔지바르","0.00003","0.00000"
"35260","잔치","0.00314","0.00333"
"35261","잔칫","0.00016","0.00014"
"35262","잔학","0.00010","0.00004"
"35263","잔해","0.00021","0.00014"
"35264","잔향","0.00009","0.00000"
"35265","잔혹","0.00419","0.00493"
"35266","잘근잘근","0.00008","0.00014"
"35267","잘금","0.00003","0.00000"
"35268","잘나다","0.00419","0.00479"
"35269","잘다","0.00370","0.00386"
"35270","잘리다","0.00233","0.00247"
"35271","잘못","0.04637","0.05975"
"35272","잘베르","0.00002","0.00000"
"35273","잘살다","0.00069","0.00093"
"35274","잘생기다","0.00116","0.00093"
"35275","잘츠부르크","0.00003","0.00000"
"35276","잠간","0.00005","0.00014"
"35277","잠구다","0.00006","0.00007"
"35278","잠그다","0.00079","0.00039"
"35279","잠금","0.00007","0.00000"
"35280","잠기다","0.00467","0.00368"
"35281","잠깐","0.01230","0.01262"
"35282","잠녀","0.00006","0.00000"
"35283","잠들다","0.01037","0.00808"
"35284","잠룡","0.00002","0.00000"
"35285","잠망","0.00002","0.00000"
"35286","잠바","0.00015","0.00007"
"35287","잠복","0.00032","0.00039"
"35288","잠비아","0.00011","0.00007"
"35289","잠수","0.00241","0.00236"
"35290","잠시","0.02606","0.02439"
"35291","잠식","0.00081","0.00125"
"35292","잠실","0.00018","0.00018"
"35293","잠아","0.00004","0.00000"
"35294","잠언","0.00135","0.00097"
"35295","잠입","0.00052","0.00043"
"35296","잠자다","0.00540","0.00225"
"35297","잠자리","0.00002","0.00000"
"35298","잠자코","0.00015","0.00014"
"35299","잠잠히","0.00009","0.00007"
"35300","잠재","0.00665","0.00565"
"35301","잠재우다","0.00120","0.00097"
"35302","잠적","0.00018","0.00011"
"35303","잠정","0.00023","0.00018"
"35304","잠행","0.00004","0.00007"
"35305","잡곡","0.00049","0.00043"
"35306","잡과","0.00002","0.00004"
"35307","잡귀","0.00011","0.00011"
"35308","잡기","0.00074","0.00200"
"35309","잡념","0.00042","0.00097"
"35310","잡다","0.08124","0.07173"
"35311","잡담","0.00104","0.00157"
"35312","잡답","0.00002","0.00007"
"35313","잡동사니","0.00081","0.00132"
"35314","잡목","0.00002","0.00004"
"35315","잡무","0.00017","0.00007"
"35316","잡문","0.00019","0.00082"
"35317","잡배","0.00004","0.00011"
"35318","잡부","0.00005","0.00018"
"35319","잡상","0.00008","0.00014"
"35320","잡설","0.00011","0.00046"
"35321","잡숫다","0.00006","0.00007"
"35322","잡스","0.00510","0.00401"
"35323","잡스럽다","0.00007","0.00025"
"35324","잡식","0.00016","0.00014"
"35325","잡아가다","0.00133","0.00107"
"35326","잡아끌다","0.00049","0.00054"
"35327","잡아내다","0.00091","0.00132"
"35328","잡아달다","0.00005","0.00011"
"35329","잡아당기다","0.00079","0.00050"
"35330","잡아두다","0.00003","0.00000"
"35331","잡아들다","0.00005","0.00004"
"35332","잡아들이다","0.00022","0.00014"
"35333","잡아떼다","0.00002","0.00007"
"35334","잡아먹다","0.00387","0.00211"
"35335","잡아먹히다","0.00068","0.00057"
"35336","잡아오다","0.00026","0.00021"
"35337","잡아채다","0.00013","0.00007"
"35338","잡아타다","0.00003","0.00004"
"35339","잡역","0.00003","0.00004"
"35340","잡음","0.00031","0.00029"
"35341","잡의","0.00003","0.00007"
"35342","잡이","0.00366","0.00286"
"35343","잡인","0.00003","0.00000"
"35344","잡종","0.00021","0.00011"
"35345","잡지","0.00487","0.00787"
"35346","잡채","0.00025","0.00011"
"35347","잡초","0.00134","0.00075"
"35348","잡치다","0.00002","0.00018"
"35349","잡탕","0.00004","0.00032"
"35350","잡학","0.00039","0.00068"
"35351","잡한","0.00002","0.00000"
"35352","잡혀가다","0.00098","0.00082"
"35353","잡화","0.00040","0.00057"
"35354","잡히다","0.01217","0.01280"
"35355","잣다","0.00805","0.00629"
"35356","장-마르크","0.00003","0.00000"
"35357","장가","0.00035","0.00043"
"35358","장가가다","0.00011","0.00014"
"35359","장가들다","0.00002","0.00007"
"35360","장각","0.00022","0.00007"
"35361","장간","0.00001","0.00011"
"35362","장갑","0.00267","0.00161"
"35363","장강","0.00006","0.00000"
"35364","장강명","0.00030","0.00093"
"35365","장개석","0.00008","0.00004"
"35366","장검","0.00002","0.00004"
"35367","장경","0.00097","0.00014"
"35368","장경동","0.00006","0.00000"
"35369","장경혜","0.00004","0.00000"
"35370","장계","0.00005","0.00007"
"35371","장고","0.00013","0.00011"
"35372","장과","0.00053","0.00061"
"35373","장관","0.00213","0.00118"
"35374","장광","0.00008","0.00036"
"35375","장광균","0.00002","0.00000"
"35376","장교","0.00083","0.00072"
"35377","장구","0.00218","0.00179"
"35378","장국","0.00002","0.00000"
"35379","장국영","0.00009","0.00004"
"35380","장군","0.00855","0.00426"
"35381","장균","0.00004","0.00000"
"35382","장근호","0.00002","0.00000"
"35383","장기","0.01155","0.01055"
"35384","장기려","0.00016","0.00004"
"35385","장기하","0.00003","0.00011"
"35386","장기호","0.00007","0.00004"
"35387","장길","0.00002","0.00000"
"35388","장길산","0.00012","0.00021"
"35389","장끼","0.00002","0.00000"
"35390","장나라","0.00003","0.00000"
"35391","장나리","0.00002","0.00000"
"35392","장난","0.02362","0.01899"
"35393","장난삼다","0.00013","0.00007"
"35394","장난아","0.00003","0.00000"
"35395","장난치다","0.00117","0.00104"
"35396","장남","0.00098","0.00122"
"35397","장내","0.00051","0.00032"
"35398","장녀","0.00033","0.00050"
"35399","장년","0.00080","0.00086"
"35400","장녹수","0.00003","0.00000"
"35401","장농","0.00010","0.00004"
"35402","장님","0.00004","0.00011"
"35403","장단","0.00060","0.00061"
"35404","장담","0.00181","0.00211"
"35405","장당","0.00003","0.00000"
"35406","장대","0.00018","0.00007"
"35407","장대련","0.00002","0.00004"
"35408","장대익","0.00014","0.00011"
"35409","장덕수","0.00002","0.00004"
"35410","장덕진","0.00004","0.00000"
"35411","장도","0.00022","0.00011"
"35412","장도리","0.00002","0.00000"
"35413","장독","0.00035","0.00014"
"35414","장돌","0.00003","0.00000"
"35415","장동","0.00004","0.00004"
"35416","장동건","0.00007","0.00004"
"35417","장동선","0.00002","0.00007"
"35418","장딴지","0.00002","0.00000"
"35419","장땡","0.00011","0.00025"
"35420","장래","0.00234","0.00164"
"35421","장량","0.00024","0.00014"
"35422","장려","0.00088","0.00079"
"35423","장력","0.00010","0.00004"
"35424","장렬","0.00011","0.00089"
"35425","장렬히","0.00004","0.00011"
"35426","장례","0.00384","0.00286"
"35427","장로","0.00045","0.00029"
"35428","장롱","0.00038","0.00014"
"35429","장루","0.00004","0.00000"
"35430","장뤽","0.00004","0.00004"
"35431","장류","0.00016","0.00011"
"35432","장르","0.01284","0.02035"
"35433","장리","0.00002","0.00000"
"35434","장림","0.00002","0.00000"
"35435","장마","0.00079","0.00097"
"35436","장막","0.00036","0.00025"
"35437","장만","0.00191","0.00179"
"35438","장만옥","0.00002","0.00000"
"35439","장만호","0.00030","0.00018"
"35440","장맛","0.00010","0.00011"
"35441","장맛다","0.00206","0.00186"
"35442","장면","0.04318","0.03744"
"35443","장명","0.00005","0.00004"
"35444","장명숙","0.00004","0.00000"
"35445","장모","0.00039","0.00021"
"35446","장무","0.00003","0.00000"
"35447","장문","0.00029","0.00046"
"35448","장문정","0.00004","0.00004"
"35449","장물","0.00005","0.00011"
"35450","장미","0.00442","0.00540"
"35451","장미령","0.00003","0.00000"
"35452","장미셸","0.00005","0.00000"
"35453","장미향","0.00004","0.00000"
"35454","장민","0.00011","0.00000"
"35455","장민제","0.00002","0.00000"
"35456","장밋","0.00038","0.00032"
"35457","장바티스트","0.00002","0.00004"
"35458","장발","0.00056","0.00129"
"35459","장백산","0.00002","0.00007"
"35460","장범준","0.00006","0.00000"
"35461","장법","0.00004","0.00007"
"35462","장벽","0.00283","0.00207"
"35463","장병","0.00013","0.00000"
"35464","장보고","0.00012","0.00025"
"35465","장보다","0.00053","0.00061"
"35466","장복","0.00040","0.00021"
"35467","장본","0.00095","0.00097"
"35468","장부","0.00080","0.00068"
"35469","장비","0.00349","0.00240"
"35470","장사","0.00884","0.00951"
"35471","장사익","0.00003","0.00000"
"35472","장산","0.00004","0.00004"
"35473","장삼","0.00005","0.00004"
"35474","장삿","0.00002","0.00004"
"35475","장상","0.00004","0.00000"
"35476","장새","0.00006","0.00007"
"35477","장생","0.00017","0.00011"
"35478","장서","0.00028","0.00050"
"35479","장석","0.00004","0.00018"
"35480","장석남","0.00008","0.00000"
"35481","장석주","0.00036","0.00082"
"35482","장석훈","0.00002","0.00000"
"35483","장선","0.00004","0.00000"
"35484","장성","0.00092","0.00129"
"35485","장성규","0.00026","0.00000"
"35486","장성덕","0.00004","0.00025"
"35487","장성민","0.00002","0.00000"
"35488","장성택","0.00004","0.00007"
"35489","장세","0.00015","0.00011"
"35490","장소","0.02406","0.02063"
"35491","장소영","0.00008","0.00014"
"35492","장손","0.00008","0.00000"
"35493","장송","0.00006","0.00032"
"35494","장수","0.00694","0.00690"
"35495","장쉐량","0.00005","0.00000"
"35496","장승","0.00026","0.00011"
"35497","장승수","0.00004","0.00000"
"35498","장승업","0.00005","0.00011"
"35499","장시","0.00005","0.00004"
"35500","장식","0.00600","0.00508"
"35501","장신","0.00035","0.00021"
"35502","장실","0.00005","0.00007"
"35503","장아","0.00005","0.00000"
"35504","장아이링","0.00005","0.00011"
"35505","장아찌","0.00067","0.00029"
"35506","장악","0.00244","0.00243"
"35507","장안","0.00067","0.00007"
"35508","장암","0.00002","0.00004"
"35509","장애","0.02319","0.01563"
"35510","장양","0.00014","0.00004"
"35511","장어","0.00065","0.00021"
"35512","장엄","0.00066","0.00039"
"35513","장에","0.00002","0.00000"
"35514","장연","0.00003","0.00000"
"35515","장염","0.00018","0.00004"
"35516","장영","0.00004","0.00004"
"35517","장영복","0.00003","0.00000"
"35518","장영실","0.00207","0.00111"
"35519","장영준","0.00005","0.00004"
"35520","장영철","0.00003","0.00000"
"35521","장영희","0.00060","0.00032"
"35522","장예모","0.00003","0.00000"
"35523","장옥","0.00002","0.00004"
"35524","장옥정","0.00028","0.00004"
"35525","장옷","0.00002","0.00007"
"35526","장외","0.00011","0.00011"
"35527","장요","0.00004","0.00000"
"35528","장용","0.00004","0.00000"
"35529","장용민","0.00006","0.00000"
"35530","장우","0.00004","0.00011"
"35531","장원","0.00031","0.00036"
"35532","장위","0.00010","0.00004"
"35533","장위안","0.00003","0.00004"
"35534","장유","0.00006","0.00004"
"35535","장유경","0.00010","0.00004"
"35536","장윤정","0.00002","0.00004"
"35537","장은정","0.00005","0.00000"
"35538","장의","0.00024","0.00014"
"35539","장이","0.00070","0.00086"
"35540","장인","0.00188","0.00204"
"35541","장일","0.00004","0.00000"
"35542","장일순","0.00009","0.00004"
"35543","장임","0.00003","0.00004"
"35544","장자","0.00464","0.00629"
"35545","장자끄","0.00004","0.00004"
"35546","장자방","0.00002","0.00000"
"35547","장자연","0.00005","0.00007"
"35548","장자크","0.00003","0.00000"
"35549","장작","0.00047","0.00039"
"35550","장작림","0.00002","0.00004"
